name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,night_range
One Siam/Platinum Fashion Mall/Mrt Arl Bts/MBK/GYM,Curry,Ratchathewi,13.7565978,100.5407766,Entire home/apt,2000,25,0,,0.0,228,348,0,Week 4
Twin bed_Sukhumvit12_ASOK_BTS401,C&C Residences,Khlong Toei,13.7361999,100.5578556,Entire home/apt,2000,1,0,,0.0,12,361,0,Week 1
stunning 360 sky pool 2bdrm @chitlomcentral wld,Miu Miu,Ratchathewi,13.75003,100.54196,Entire home/apt,4643,29,1,2022-12-21,1.0,23,360,1,Week 4
Condo near Suvarnabhumi Airport,Rattaphol,Lat Krabang,13.737167775362725,100.74586674571036,Private room,493,1,0,,0.0,1,1,0,Week 1
Noble be19 sukhumvit,Fang Baba,Vadhana,13.7422689,100.5596081,Entire home/apt,1864,7,0,,0.0,15,345,0,Week 1
Comfy stay near Bangkok Hospital,Niramol,Huai Khwang,13.7483407,100.5870658,Entire home/apt,800,15,0,,0.0,8,321,0,Week 3
高层池景房•BTS@ONNUT•可做饭•近超市夜市B#428,Yuris,Phra Khanong,13.70499,100.60449,Entire home/apt,1350,1,0,,0.0,3,364,0,Week 1
506 Cozy Studio close to BTS PhromPhong,Non,Vadhana,13.73436235878408,100.56621354232789,Private room,737,6,1,2022-12-23,1.0,1,137,1,Week 1
-Lovely 1BR-BTS Asok/MRT Sukhumvit/Terminal 21-,Terry,Khlong Toei,13.73556,100.55861,Entire home/apt,1700,5,0,,0.0,28,167,0,Week 1
3-Bts phra khanong 240m 泳池高级公寓美食丰富,Hi Gravity,Vadhana,13.71473,100.59263,Entire home/apt,1510,7,0,,0.0,45,337,0,Week 1
23-RAMA9一室一厅无边泳池健身房火车夜市尚泰包月,季,Huai Khwang,13.75624,100.56736,Entire home/apt,1071,15,0,,0.0,21,325,0,Week 3
1-mrt rama 9 50米  商场 火车夜市 附近高级泳池公寓 免费高速WIFI,Hi Gravity,Huai Khwang,13.75908,100.56813,Entire home/apt,2664,2,0,,0.0,45,345,0,Week 1
2-mrt rama 9 50米  商场 火车夜市 附近高级泳池公寓 免费高速WIFI,Hi Gravity,Huai Khwang,13.76052,100.57012,Entire home/apt,2664,2,0,,0.0,45,345,0,Week 1
Comfy Family Suite - 2BRClassic,Rembrandt Sukhumvit,Khlong Toei,13.73155,100.56265,Private room,3857,1,0,,0.0,6,42,0,Week 1
Pratunam Hotel  Bangkok (1R / 1A /  1B Double),Elmer,Ratchathewi,13.754964651482815,100.53559995637512,Private room,1099,1,0,,0.0,28,361,0,Week 1
Pratunam Hotel Bangkok- 1R/2A/1K,Elmer,Ratchathewi,13.755006336074398,100.53560401972156,Private room,1499,1,0,,0.0,28,365,0,Week 1
Pratunam Hotel Bangkok 1R/2A/1K/2Bed Single,Elmer,Ratchathewi,13.754995914927193,100.53560532079317,Private room,1499,1,0,,0.0,28,365,0,Week 1
Pratunam Hotel Bangkok 1R/4A/1K/4Beds - (Family),Elmer,Ratchathewi,13.754990704353425,100.53561068521118,Private room,2199,1,0,,0.0,28,365,0,Week 1
【曼谷小东京2间卧室豪华公寓】步行可达网红餐饮、日本堂吉诃德等,M-In,Vadhana,13.74074,100.59058,Entire home/apt,1980,28,0,,0.0,6,354,0,Week 4
U sabai Hotel : Standard Room ( Room only),Usabai Hotel Charoen Nakorn,Khlong San,13.71574,100.50836,Private room,1200,1,0,,0.0,4,364,0,Week 1
Standard Twin,Primrose,Thawi Watthana,13.79156,100.33392,Private room,1600,1,0,,0.0,3,365,0,Week 1
Utd inn 30 Sqm Close to BTS,Yair,Vadhana,13.71035972751653,100.60325326683056,Entire home/apt,474,28,0,,0.0,1,365,0,Week 4
R707/Near New Train Night Market,Chieanchai,Din Daeng,13.77091,100.57176,Entire home/apt,850,2,0,,0.0,22,334,0,Week 1
市中心顶级奢华公寓，近Bts/Mrt，free pick up(免费接机),Lucky,Vadhana,13.73747,100.56203,Entire home/apt,2847,1,2,2022-12-23,2.0,2,147,2,Week 1
"Feel at Home in Bangkok, BTS S4 SaintLouis Station",Bc,Sathon,13.716591,100.527458,Private room,1496,2,0,,0.0,8,363,0,Week 1
曼谷Rama9 现代轻奢两房,Xin,Huai Khwang,13.7561839,100.5682693,Entire home/apt,1738,7,0,,0.0,1,272,0,Week 1
Luxury two bedrooms near Iconsiam,Yoyo,Khlong San,13.72197,100.51127,Entire home/apt,9500,15,0,,0.0,10,365,0,Week 3
Rhythm sathorn river view,Yoyo,Sathon,13.71673,100.51516,Entire home/apt,2100,15,0,,0.0,10,336,0,Week 3
"50m MRT, Big C, 1 BR condo with Sauna, Pool & Gym",Kotcharat,Bang Sue,13.82932,100.52664,Entire home/apt,580,12,0,,0.0,8,307,0,Week 2
Nice house (10minutes walk to Subway MRT Rama9),Phatchara,Din Daeng,13.7575083,100.5596982,Entire home/apt,3000,1,1,2022-12-26,1.0,1,328,1,Week 1
U Sabai Hotel : Superior River View + Breakfast,Usabai Hotel Charoen Nakorn,Khlong San,13.71562,100.50593,Private room,1680,1,0,,0.0,4,364,0,Week 1
Mk House2,Min,Khlong Toei,13.7181184,100.5736248,Entire home/apt,959,1,0,,0.0,2,338,0,Week 1
8 mins to MRT Bang-Son Station.,Run,Bang Sue,13.81833,100.53535,Entire home/apt,890,14,0,,0.0,1,346,0,Week 2
Condo Vittorio Sukhumvit 39,Anyawee,Vadhana,13.72963,100.57171,Private room,100000,1,0,,0.0,1,365,0,Week 1
Luxury 1 Bed/Central Rama9/Jodds Fair/Phra ram9,Willam,Huai Khwang,13.7561839,100.5682693,Entire home/apt,2533,3,0,,0.0,33,360,0,Week 1
Luxury 1 Bed/Central Rama9/Jodds Fair/Phra ram9,Willam,Huai Khwang,13.7561839,100.5682693,Entire home/apt,2533,3,0,,0.0,33,360,0,Week 1
Artist Private AirRoom 10min2SkytrainPetFriendly,Upside,Phasi Charoen,13.695917743442438,100.4324683919549,Private room,278,1,0,,0.0,2,345,0,Week 1
Ramkomut House 593 (Room No. 4),Charinee,Vadhana,13.733004601265854,100.56812998741304,Private room,430,1,0,,0.0,4,352,0,Week 1
Deluxe Design 2 Bedroom | Ekkamai,Ernest,Vadhana,13.72395,100.58377,Entire home/apt,5099,1,5,2022-12-27,5.0,8,248,5,Week 1
27-Ideo-辉煌rama9一室一厅无边泳池夜市尚泰mrt,季,Huai Khwang,13.75476,100.56664,Entire home/apt,1250,28,0,,0.0,21,287,0,Week 4
Apartment near MRT and BTS train2,Phunnaras,Chatu Chak,13.80974,100.56421,Private room,440,2,0,,0.0,4,360,0,Week 1
Loft Style Skyline 100 sq.m. Apt,Nicha,Bang Rak,13.72227,100.51649,Entire home/apt,3349,2,3,2022-12-26,3.0,1,137,3,Week 1
26-Ideo-rama9一室一厅无边泳池火车夜市尚泰mrt,季,Huai Khwang,13.75463,100.56832,Entire home/apt,1071,28,0,,0.0,21,330,0,Week 4
【合一Ⅰ】曼谷市中心高级公寓 火车夜市近在咫尺 距地铁300米 RCA,飞,Ratchathewi,13.75523,100.56251,Entire home/apt,1500,20,0,,0.0,9,356,0,Week 3
28-one9five-rama9一室一厅无边泳池健身房火车夜市尚泰购物中心可包月,季,Huai Khwang,13.75574,100.56913,Entire home/apt,1046,1,1,2022-12-18,1.0,21,335,1,Week 1
"Grand Park View Asoke Bangkok, 5 mins to BTS Asoke",Teeranart,Vadhana,13.74467,100.56068,Entire home/apt,1200,1,0,,0.0,2,314,0,Week 1
"Downtown,SUKHUMVIT,Asoke,MRT,BTS,luxury，Warm quiet",Harry,Vadhana,13.74118,100.55883,Entire home/apt,2000,7,0,,0.0,6,359,0,Week 1
ที่พักใกล้ BTS หมอชิต / MRT จตุจักร ตลาดจตุจักร,Prae,Chatu Chak,13.79685,100.5531,Private room,760,2,0,,0.0,1,330,0,Week 1
Deluxe Design 2 Bedroom | Ekkamai,Ernest,Vadhana,13.72367,100.58597,Entire home/apt,4785,28,3,2022-12-28,3.0,8,365,3,Week 4
Chic S studio 5 min Bts S Taksin,Wimonpak,Sathon,13.71465372791733,100.51378525793552,Entire home/apt,731,1,0,,0.0,41,359,0,Week 1
New Apartment Lad prao91 rd. Convenient& Peaceful,Geena,Wang Thong Lang,13.78584,100.62105,Entire home/apt,580,28,0,,0.0,2,144,0,Week 4
2BR - Sukhumvit - Amazing Rooftop Pool,Tatiya,Khlong Toei,13.7249631,100.5657919,Entire home/apt,3000,30,0,,0.0,13,330,0,Week 4
Entire three story shophouse in Chinatown,Pupe,Pom Prap Sattru Phai,13.74141,100.51272,Entire home/apt,2743,2,0,,0.0,5,168,0,Week 1
Nana BTS Spacious 1BR W/Balcony Asok Terminal 21,Ken-Bambu,Parthum Wan,13.738791746690652,100.5509405301759,Entire home/apt,1865,2,0,,0.0,48,155,0,Week 1
Stylish 2 Bed Condo in Thonglor | BTS & EmQuartier,Phil,Khlong Toei,13.726203365255342,100.57521924376488,Entire home/apt,5542,3,0,,0.0,1,330,0,Week 1
Luxury Condo in Bangkok CBD,Alex,Parthum Wan,13.74766,100.54318,Entire home/apt,4457,3,0,,0.0,3,342,0,Week 1
Euro LuxuryHotel PratunamMKt TripleBdNrShopingArea,Phakhamon,Ratchathewi,13.7537055,100.539806,Private room,1529,1,0,,0.0,14,365,0,Week 1
28 Sqm Condominium Aspire Rama 4,Laszlo,Khlong Toei,13.7187,100.56846,Entire home/apt,700,1,0,,0.0,3,107,0,Week 1
Euro LuxuryHotel PratunamMKtDoubleBedNrShopingArea,Phakhamon,Ratchathewi,13.754097555932816,100.53869954328172,Private room,1114,1,0,,0.0,14,365,0,Week 1
Euro LuxuryHotel PratunamMKt TwinBedNrShopingArea,Phakhamon,Ratchathewi,13.75414,100.5387,Private room,1214,1,0,,0.0,14,365,0,Week 1
Chic 1 bedroom APT 39by Sansiri,Mint,Vadhana,13.731880259192994,100.570380538702,Entire home/apt,2800,1,0,,0.0,4,347,0,Week 1
Apartment  in centre of Bangkok,Chris,Sathon,13.7196,100.55267,Entire home/apt,600,7,0,,0.0,1,320,0,Week 1
Bis Hotel BTS Phra Khanong,Natha,Khlong Toei,13.71172,100.59533,Private room,2232,1,0,,0.0,18,363,0,Week 1
S Siam BKK BTS National Stadium,Natha,Ratchathewi,13.75002,100.52766,Private room,2106,1,0,,0.0,18,360,0,Week 1
Kawa Haus,Weeraphat,Vadhana,13.715012,100.605164,Entire home/apt,1424,5,0,,0.0,1,359,0,Week 1
One bedroom and living room apartment 48sqm,Yair,Suanluang,13.72366,100.61748,Entire home/apt,1600,28,0,,0.0,8,365,0,Week 4
"Chill condo, 5 min BTS Udomsuk",Cindy,Bang Na,13.679950295852963,100.61338855026248,Entire home/apt,504,7,0,,0.0,18,354,0,Week 1
TC Contel @ True Digital Park,Kedora-Asia,Bang Na,13.68268,100.61412,Entire home/apt,768,21,0,,0.0,1,327,0,Week 3
19-one9five-拉玛9大一室一厅无边泳池健身房火车夜市尚泰购物中心可包月,季,Huai Khwang,13.75725,100.5689,Entire home/apt,1393,1,0,,0.0,21,325,0,Week 1
1 Bed and 1 bath Apartment studio 32 Sqm,Yair,Suanluang,13.7219,100.61608,Entire home/apt,1400,28,0,,0.0,8,364,0,Week 4
Amazing Facilities & Central #7,Leeloo,Khlong Toei,13.725372236458256,100.5659408439026,Entire home/apt,3206,3,1,2022-12-22,1.0,8,359,1,Week 1
Monthly Only! 16F10#BTS Nana 5mins/w#Pool&Max2ppl,潜,Vadhana,13.74259,100.5555,Entire home/apt,1818,30,0,,0.0,12,49,0,Week 4
King Bed_Sukhumvit12_ASOK_BTS409,C&C Residences,Khlong Toei,13.7361999,100.5578556,Entire home/apt,2000,1,0,,0.0,12,361,0,Week 1
2mins walk to BTS/Wifi/FreePickup,Belle,Vadhana,13.705354650699364,100.601468347013,Entire home/apt,1119,2,0,,0.0,1,349,0,Week 1
Monthly Only! 24F10#BTS Nana 5mins/w#Pool&Max2ppl,潜,Vadhana,13.74238,100.5556,Entire home/apt,1904,30,0,,0.0,12,53,0,Week 4
Pink Adenium -BTS & Airport Link,Siharaj,Ratchathewi,13.75719,100.53453,Entire home/apt,1871,3,1,2022-12-26,1.0,2,164,1,Week 1
Local生活便利·高层池景房•市区•BTS@ONNUT•夜市#473,Panda,Khlong Toei,13.71568,100.59049,Entire home/apt,929,1,2,2022-12-25,2.0,48,343,2,Week 1
condo life@phahon-Ari,Suyada,Phaya Thai,13.78862,100.54904,Private room,2152,7,0,,0.0,2,88,0,Week 1
Nana BTS Spacious 1BR W/Balcony Asok Terminal 21,Ken-Bambu,Khlong Toei,13.73868,100.55121,Entire home/apt,1820,2,0,,0.0,48,161,0,Week 1
Sukhumivt路，鄰近BTS超讚全新公寓,Toh,Phra Khanong,13.6972,100.62315,Entire home/apt,712,21,0,,0.0,1,328,0,Week 3
PremiereSuite4@Oriental Ratchada,Chieanchai,Din Daeng,13.77087,100.57191,Entire home/apt,1499,2,1,2022-12-24,1.0,22,355,1,Week 1
Lovely Studio 1 bedroom Lat phrao 91 New apartment,Geena,Wang Thong Lang,13.7853746,100.6202239,Private room,464,28,0,,0.0,2,357,0,Week 4
19-1bed room bts thonglo SuperiorSpaApartment,Hi Gravity,Khlong Toei,13.71786,100.57557,Entire home/apt,1581,7,0,,0.0,45,362,0,Week 1
20-1bed room bts thonglo SuperiorSpaApartment,Hi Gravity,Khlong Toei,13.71841,100.57602,Entire home/apt,1581,7,0,,0.0,45,362,0,Week 1
2-Bts phra khanong 240m 泳池高级公寓美食丰富,Hi Gravity,Vadhana,13.7156,100.59306,Entire home/apt,1418,5,0,,0.0,45,337,0,Week 1
New 12 Bedroom 26 Persons Townhouse in Center,Jingli,Ratchathewi,13.750162130497626,100.54654368042604,Entire home/apt,9800,1,0,,0.0,5,354,0,Week 1
"Resort Residence, center Bangkok",Chutima,Khlong Toei,13.7044241,100.5945798,Entire home/apt,1133,1,0,,0.0,1,336,0,Week 1
ห้องพักใกล้BTS,Sukrit,Phra Khanong,13.703815567116797,100.59965953230858,Entire home/apt,1714,30,0,,0.0,1,345,0,Week 4
"denpo house
บ้านริมคลองมอญ",Dendanu,Bangkok Noi,13.74356,100.46932,Entire home/apt,1336,1,0,,0.0,1,363,0,Week 1
T5 Amazing Park24pool gym BTS,Vicky,Khlong Toei,13.7258,100.56689,Entire home/apt,1458,1,0,,0.0,14,339,0,Week 1
Loft Studio 30mins from Airport,Pattraphol,Bang Kapi,13.77357,100.63969,Private room,650,1,0,,0.0,1,84,0,Week 1
28.Amazing swimming pool and MRT 5mins,Jialin,Ratchathewi,13.7541882,100.5632693,Entire home/apt,1399,4,0,,0.0,3,319,0,Week 1
GK04：曼谷沙吞/五星級酒店式公寓/二房二衛/免費泳池＆健身房,GoKoo,Sathon,13.7155,100.53243,Private room,2737,7,0,,0.0,5,86,0,Week 1
GK05：曼谷沙吞/五星級酒店式公寓/一房一廳/免費泳池＆健身房,GoKoo,Sathon,13.71561,100.53272,Private room,1909,7,0,,0.0,5,86,0,Week 1
GK06：曼谷拉瑪九/品牌酒店式公寓/一房一廳/免費泳池＆健身房,GoKoo,Din Daeng,13.77353,100.57155,Private room,4447,2,0,,0.0,5,85,0,Week 1
ที่พักใกล้ BTS หมอชิต / MRT จตุจักร   ตลาดจตุจักร,Withawas,Chatu Chak,13.7971,100.55645,Private room,680,2,0,,0.0,1,347,0,Week 1
Luxury 1 Bed/Central Rama9/Jodds Fair/Phra ram9,Tricia,Huai Khwang,13.7561839,100.5682693,Entire home/apt,2533,3,0,,0.0,44,360,0,Week 1
Penthouse Studio Loft,Sirithorn & Felix,Khlong Toei,13.7111,100.59433,Entire home/apt,1247,3,0,,0.0,5,148,0,Week 1
Luxury 1 Bed/Central Rama9/Jodds Fair/Phra ram9,Tricia,Huai Khwang,13.7570969,100.5684863,Entire home/apt,3166,3,0,,0.0,44,360,0,Week 1
Luxury 1 Bed/Central Rama9/Jodds Fair/Phra ram9,Alice,Huai Khwang,13.7570969,100.5684863,Entire home/apt,2533,3,0,,0.0,40,360,0,Week 1
Luxury 1 Bed/Central Rama9/Jodds Fair/Phra ram9,Alice,Huai Khwang,13.7570969,100.5684863,Entire home/apt,2533,3,0,,0.0,40,360,0,Week 1
T5 36F Amazing  Park24 pool gym BTS,Jialin,Khlong Toei,13.72527,100.56621,Entire home/apt,1429,1,0,,0.0,3,338,0,Week 1
T5 3FAmazing Park 24 pool gym BTS,Jialin,Khlong Toei,13.7236,100.56542,Entire home/apt,1453,1,0,,0.0,3,348,0,Week 1
1BR+Rooftop pool&Sunbath-BTS,Windy,Khlong Toei,13.7231,100.5653,Entire home/apt,1279,30,0,,0.0,37,38,0,Week 4
Center Bangkok Downtown at IDEO,Tadchon,Ratchathewi,13.75258,100.53475,Entire home/apt,1590,25,0,,0.0,10,358,0,Week 4
k2-Lovely 1 BD 5Min Walk to Subway Washmachine,Kangaroo,Huai Khwang,13.79098,100.57582,Entire home/apt,1356,2,0,,0.0,16,90,0,Week 1
Modern Condo w Pool Gym 4 Min BTS/BRT/Dept. Store,Chanchai,Thon buri,13.71339,100.47895,Entire home/apt,1120,7,0,,0.0,1,335,0,Week 1
19 曼谷高端公寓免税店大皇宫,Moon,Bang Kho laen,13.70124,100.51754,Entire home/apt,650,30,0,,0.0,20,333,0,Week 4
Cozy/High Fl/Pool View/0M to BTS,Chutimon,Khlong San,13.720413635029931,100.50388522446156,Entire home/apt,1120,20,0,,0.0,1,355,0,Week 3
- Hyde Sukhumvit 11 - High Floor City View - NANA,Terry,Vadhana,13.74404,100.55598,Entire home/apt,1803,5,0,,0.0,28,163,0,Week 1
Ci home 5,Napatsorn,Parthum Wan,13.73935,100.51942,Private room,1100,1,1,2022-12-23,1.0,6,362,1,Week 1
Ci home 6,Napatsorn,Parthum Wan,13.73926,100.51964,Private room,1236,1,0,,0.0,6,348,0,Week 1
"Feel at Home in Bangkok, BTS S4 SaintLouis Station",Bc,Sathon,13.71762,100.52652,Entire home/apt,1496,2,0,,0.0,8,341,0,Week 1
"Feel at Home in Bangkok, BTS S4 SaintLouis Station",Bc,Sathon,13.7156,100.52694,Entire home/apt,1496,2,0,,0.0,8,365,0,Week 1
"Feel at Home in Bangkok, BTS S4 SaintLouis Station",Bc,Sathon,13.71779,100.52647,Entire home/apt,1496,2,0,,0.0,8,350,0,Week 1
"Feel at Home in Bangkok, BTS S4 SaintLouis Station",Bc,Sathon,13.71666,100.5264,Entire home/apt,1496,2,0,,0.0,8,354,0,Week 1
1- Life AsokeHype-mrt rame9 500m,Hi Gravity,Ratchathewi,13.754445235955847,100.563017495691,Entire home/apt,2328,15,3,2022-12-23,3.0,45,352,3,Week 3
2- Life AsokeHype-mrt rame9 500m -Infinity pool,Hi Gravity,Ratchathewi,13.75316,100.56391,Entire home/apt,2328,15,2,2022-12-21,2.0,45,352,2,Week 3
3- Life AsokeHype-mrt rame9 500m -Infinity pool,Hi Gravity,Ratchathewi,13.75491,100.56253,Entire home/apt,2328,15,5,2022-12-21,5.0,45,352,5,Week 3
Rama9 near MRT,Pluem,Huai Khwang,13.758343623389631,100.5694391118206,Entire home/apt,1280,30,0,,0.0,16,365,0,Week 4
1 bedroom Lugona condo Lap Prao,Tony,Chatu Chak,13.80320974060699,100.56970967909854,Entire home/apt,450,30,0,,0.0,1,284,0,Week 4
DowntownLuxury 2BR Condo/360° INFINITYPOOL@Chidlom,Mary,Ratchathewi,13.75007,100.54458,Entire home/apt,5193,14,0,,0.0,21,346,0,Week 2
Pratunam hotel 1R/2B/2Adults,Elmer,Ratchathewi,13.755153499831057,100.53984778505168,Private room,950,1,0,,0.0,28,364,0,Week 1
Cozy Studio Bangkok City Center,Alexandre Vincent Pierre,Lak Si,13.89082,100.5636,Private room,952,1,0,,0.0,9,180,0,Week 1
Specia offer!Free pool&WIFI-Asok/SukhumvitBTS! 4PP,Lucas,Khlong Toei,13.7348564,100.5579603,Entire home/apt,3396,1,2,2022-12-21,2.0,4,343,2,Week 1
温馨公寓房，夜市，便利店，旅游首选,Elena,Huai Khwang,13.75044,100.59823,Entire home/apt,1250,30,0,,0.0,1,365,0,Week 4
湄南河天空泳池靠近MRT的舒适公寓,Hong,Bang Phlat,13.8011,100.50806,Entire home/apt,785,28,0,,0.0,8,349,0,Week 4
Newly renovated,Natchaya,Pra Wet,13.72145948402254,100.7041446492076,Private room,600,30,0,,0.0,1,89,0,Week 4
高层池景房•BTS@ONNUT•可做饭•近超市夜市B#434,Yuris,Phra Khanong,13.70295,100.60544,Entire home/apt,1350,1,0,,0.0,3,179,0,Week 1
高层池景房•BTS@ONNUT•可做饭•近莲花超市夜市B#383,Yuris,Phra Khanong,13.70451,100.60692,Entire home/apt,1350,1,0,,0.0,3,359,0,Week 1
Nana Bangkok near Hotel 03- Sukhumvit 11,Elmer,Vadhana,13.74040129295044,100.55629378465576,Private room,1900,1,0,,0.0,28,365,0,Week 1
Luxtury2BRcondo /22Fcityview/1mi tobts/freepickup,Peppa,Vadhana,13.73656,100.56137,Entire home/apt,5271,1,1,2022-12-17,1.0,4,326,1,Week 1
Nana Bangkok near Hotel 02- Sukhumvit 11,Elmer,Vadhana,13.7405003,100.5563367,Private room,1900,1,0,,0.0,28,365,0,Week 1
Utd Living Loft 24Sqm,Yair,Suanluang,13.7087,100.61713,Private room,1200,28,0,,0.0,5,364,0,Week 4
2 Beds Thong lor/Ekkamai/Nana/Swimming pool,Yang,Khlong Toei,13.7226686,100.5768625,Entire home/apt,1733,1,0,,0.0,4,352,0,Week 1
Executive Suite w/ Club Benefit,Darisa,Vadhana,13.732745787197462,100.58373063648958,Private room,4000,1,0,,0.0,11,365,0,Week 1
Viva เพชรเกษม 68,Nharthorn,Bang Khae,13.711832588495607,100.4168266353316,Private room,960,1,0,,0.0,1,327,0,Week 1
Nana BTS Spacious 1BR W/Balcony Asok Terminal 21,Ken-Bambu,Khlong Toei,13.741338309689093,100.55262006376104,Entire home/apt,1811,2,0,,0.0,48,171,0,Week 1
"Easy for traveling, shopping, working and living.",Tom,Vadhana,13.7335813,100.5669496,Private room,960,14,0,,0.0,2,312,0,Week 2
Nana Sukhumvit 4 Hotel -1R/2B/2A,Elmer,Khlong Toei,13.734500322059525,100.55321544047544,Private room,1350,1,0,,0.0,28,365,0,Week 1
CB’S Cheap Boutique King Balcony Fan Room,Ant,Suanluang,13.730494436221797,100.60736274321825,Private room,356,4,0,,0.0,3,46,0,Week 1
HPZP_2481_Ploenchit&Nana BTS/roof pool/500Wfi,Ed,Khlong Toei,13.73968304014527,100.55189836441802,Entire home/apt,1706,1,0,,0.0,33,313,0,Week 1
GK08 •曼谷 •市中心二房公寓 • MRT Rama 9 • 網紅泳池 • 光纖網路,GoKoo,Ratchathewi,13.75442,100.56328,Entire home/apt,2715,6,0,,0.0,5,82,0,Week 1
Superior Private Room for 2 near BTS,Good One,Bang Rak,13.7254747,100.528877,Private room,1163,1,0,,0.0,4,351,0,Week 1
Deluxe Private Room for 2 near BTS,Good One,Bang Rak,13.7254747,100.528877,Private room,1262,1,0,,0.0,4,345,0,Week 1
2 Bedrooms condo with pool view,Hon Yuen,Bang Kapi,13.763049406643256,100.6404813971008,Entire home/apt,1385,1,0,,0.0,1,361,0,Week 1
"Condominium in Bang Sue, Bangkok",Onuma,Bang Sue,13.845989555832016,100.54210904985666,Private room,440,1,0,,0.0,1,41,0,Week 1
117-mrt rama 950米 火车夜市 附近高级泳池公寓,Hi Gravity,Huai Khwang,13.76126,100.56844,Entire home/apt,3010,1,0,,0.0,45,337,0,Week 1
217-mrt rama 950米  火车夜市 附近高级泳池公寓,Hi Gravity,Huai Khwang,13.76102,100.56802,Entire home/apt,3010,1,0,,0.0,45,337,0,Week 1
2 Bed Bali Syle Villa with Pool,Anthony,Phra Khanong,13.69966,100.59938,Entire home/apt,760,4,0,,0.0,7,47,0,Week 1
The beautiful river view say Hi!,Nantaphorn,Yan na wa,13.67968,100.53023,Entire home/apt,640,28,0,,0.0,3,340,0,Week 4
大皇宫旁的温馨民宿，近轻轨站,Zhang,Bangkok Noi,13.75267,100.46905,Entire home/apt,771,3,0,,0.0,20,358,0,Week 1
Working Desk /Cleaning Service /Movie Theater,Antonio,Ratchathewi,13.7594537,100.5355375,Entire home/apt,1480,28,0,,0.0,3,365,0,Week 4
Brand New/2BR/Garden pool/Terminal21/BTS@Asok@Nana,Mary,Vadhana,13.74138,100.55993,Entire home/apt,4607,5,0,,0.0,21,157,0,Week 1
Life asoke hype night view room,Shihao,Ratchathewi,13.7541882,100.5632693,Entire home/apt,3177,1,0,,0.0,1,83,0,Week 1
Khaosan DD Bangkok Thailand,Natha,Phra Nakhon,13.75796,100.49732,Private room,1009,1,0,,0.0,18,364,0,Week 1
Supalai Oriental Place,Antonio,Sathon,13.719865614475072,100.5400403103424,Entire home/apt,3540,1,0,,0.0,1,91,0,Week 1
JK05：曼谷沙吞/五星酒店服務式公寓/一房一廳/免費自助早餐＆桑拿＆泳池＆健身房＆兒童遊戲室,Butler,Sathon,13.71749,100.53087,Private room,2447,2,0,,0.0,8,87,0,Week 1
JK06：曼谷沙吞/五星酒店服務式公寓/二房二衛/免費自助早餐&免費桑拿＆泳池＆健身房＆兒童遊戲室,Butler,Sathon,13.71752,100.53236,Private room,4004,2,0,,0.0,8,87,0,Week 1
【千顷】全新高级公寓 距离地铁300米 高速wifi 近辉煌夜市,飞,Huai Khwang,13.77888,100.57384,Entire home/apt,1460,20,0,,0.0,9,344,0,Week 3
HLP Cozy Apartment private floor,Wongtawan,Pom Prap Sattru Phai,13.7414949,100.5133642,Entire home/apt,1214,1,0,,0.0,1,344,0,Week 1
Ci Home four,Napatsorn,Parthum Wan,13.73724,100.51976,Private room,1350,1,0,,0.0,6,159,0,Week 1
2 bedrooms Sukhumvit 39,Jenny,Vadhana,13.73777,100.57148,Entire home/apt,2560,1,0,,0.0,1,347,0,Week 1
"Feel at Home in Bangkok, BTS S4 SaintLouis Station",Bc,Sathon,13.7170119,100.5272834,Entire home/apt,1496,2,0,,0.0,8,365,0,Week 1
"Feel at Home in Bangkok, BTS S4 SaintLouis Station",Bc,Sathon,13.71788,100.52767,Private room,1496,2,0,,0.0,8,365,0,Week 1
"Feel at Home in Bangkok, BTS S4 SaintLouis Station",Bc,Sathon,13.71652,100.52632,Entire home/apt,1496,2,0,,0.0,8,365,0,Week 1
Phra Khanong near Hotel - SWMB,Elmer,Khlong Toei,13.7230314,100.5788983,Private room,950,1,0,,0.0,28,361,0,Week 1
Pratunam Hotel Bangkok 1R/5A/5B,Elmer,Ratchathewi,13.755046486024302,100.5355955391025,Private room,2900,1,0,,0.0,28,365,0,Week 1
地铁口火车夜市全新超豪华大两卧两卫高景观超美,Leona,Huai Khwang,13.7555,100.58868,Entire home/apt,3337,1,0,,0.0,20,360,0,Week 1
Euro LuxuryHotel PratunamMKtDoubleBedNrShopingArea,Phakhamon,Ratchathewi,13.7549,100.54025,Private room,1029,1,0,,0.0,14,362,0,Week 1
3 bed near Chatuchak weekend market clean big room,Chutinun,Chatu Chak,13.795632010024168,100.558626633623,Private room,887,2,0,,0.0,3,363,0,Week 1
Pool Villa 107B,Smirah,Bang Na,13.652708218189323,100.62608901411296,Entire home/apt,17000,1,0,,0.0,5,361,0,Week 1
Phra Khanong near Hotel-King Bed,Elmer,Khlong Toei,13.713737763190029,100.59302323372955,Private room,1350,1,0,,0.0,28,365,0,Week 1
Studio at The Lantern Suites,Komkeeree,Lak Si,13.87783991661969,100.55099007231456,Private room,795,1,0,,0.0,3,364,0,Week 1
Astounding view on river bank,Nina,Bang Rak,13.721983693618578,100.51608491512285,Entire home/apt,12000,1,0,,0.0,1,3,0,Week 1
